Q1000078	Moravská Třebová
Q281939	Academy Award for Best Film Editing
Q281976	Moos
Q281987	Vítovice
Q282028	Seč
Q282100	Carlos Marinelli
Q282229	Robert Mambo Mumba
Q282398	Juan Pablo Rodríguez
Q282572	Jaenal Ichwan
Q28287	Ystad
Q283217	Puebla de Almenara
Q2837	Kaluga
Q28374	Kungsbacka
Q283824	Borja Valero
Q284281	Al-Wakrah Sports Club
Q284374	Vystrčenovice
Q2844832	América Futebol Clube
Q284601	Světlá pod Ještědem
Q284696	Oberelsbach
Q284698	L'Albi
Q28496163	Prix de l'Etat
Q284977	Kosi Saka
Q284981	Zafrilla
Q285107	Horní Tošanovice
Q285116	Bruce Fairbairn
Q285117	Pulitzer Prize for Biography
Q28513	Austria–Hungary
Q285145	Staré Křečany
Q285167	Rumford Medal
Q285235	Bañuelos de Bureba
Q285239	Sergio Ariel Páez
Q285401	České Libchavy
Q285542	Peter Suárez
Q285722	Gaziantepspor
Q285841	Nick Barmby
Q285955	Hallbergmoos
Q28609	Staraya Maina
Q286511	Christian Karembeu
Q286527	Čížkov
Q2868235	Associação Desportiva Cabofriense
Q287014	Bojan Prašnikar
Q287784	Sara Lidman
Q287804	United States men's national under-20 soccer team
Q287851	Akademisk Boldklub
Q287911	Steve Nicol
Q288069	Javad Kazemian
Q28835	Fields medal
Q28854976	chemical pollution
Q28854990	Honorary doctor of the Humboldt University of Berlin
Q28861731	honorary doctor of the Hebrew University of Jerusalem
Q289029	SSC Ancona
Q289112	AC Bellinzona
Q289214	Pulitzer Prize for Drama
Q289286	AC Horsens
Q289289	A.C. Legnano
Q289482	AC Monza
Q2895	Byelorussian Soviet Socialist Republic
Q28958	Santa Monica
Q289613	Pisa SC
Q289652	Bernardino Pérez Elizarán
Q289656	A.C. Prato
Q289707	A.C. Reggiana 1919
Q289713	Rimini FC
Q2898	Rostock District
Q289924	Ghita Nørby
Q29	Spain
Q29007	Lacub
Q290235	Herder Prize
Q29024	Esko Aho
Q2902690	Argentina national under-17 football team
Q290301	María Rojo
Q290540	Étoile Sportive du Sahel
Q290806	Asociación Deportiva Carmelita
Q29082	Manabo
Q290844	Marga López
Q290940	Associação Desportiva São Caetano
Q29103	FC Kuban Krasnodar
Q29108	FC Zenit Saint Petersburg
Q29112	Spartak Moscow
Q29115	FC Lokomotiv Moscow
Q291163	Moss FK
Q29118	Burke County
Q291297	Kayseri Erciyesspor
Q291447	AEK Larnaca F.C.
Q29146	Tineg
Q291471	AEL Limassol FC
Q2916	Osnabrück
Q291723	Fylkir
Q29182	bishop
Q292044	AFI Life Achievement Award
Q29207	Sauli Niinistö
Q2925687	BAFTA Award for Best Film Not in the English Language
Q2925698	British Academy Television Award for Best Drama Series
Q2925701	British Academy Television Award for Best Actor
Q292618	AGOVV Apeldoorn
Q293267	Óscar Córdoba
Q29339	Maniche
Q2936	Oldenburg
Q29390	A.C.R. Messina
Q29400	Taranto Sport
Q294351	Siniša Mihajlović
Q294593	Jordi Cruyff
Q29467	Christian Vargas
Q29468	Republican Party
Q2948	Neuss
Q2948483	Decathlon AG2R La Mondiale Development Team
Q294877	Dmitri Torbinski
Q29495	Jonny Evans
Q294951	Christian Eriksen
Q295065	Ivica Vastić
Q29516	Theo Walcott
Q295212	Rosen Plevneliev
Q295265	Sándor Kocsis
Q295637	Victor Moses
Q29574	Beatrix of the Netherlands
Q295746	Oleg Salenko
Q295887	Vítor Baía
Q29597	César Award for Best Female Revelation
Q296033	Davide Santon
Q296050	A.O. Kavalas (association football)
Q296133	Lisandro López
Q296416	Jermaine Pennant
Q296467	Dado Pršo
Q296597	Ian Paisley
Q296822	Vinnie Jones
Q296837	Andreas Ivanschitz
Q29704	Hodkovice nad Mohelkou
Q297271	Jimmy Greaves
Q297397	Julio Ricardo Cruz
Q297430	S.S. Arezzo
Q297441	Ömer Ali Şahiner
Q297513	Ömer Yalçın
Q297533	Ömer Şişmanoğlu
Q297538	
Q297604	Önder Turacı
Q297605	Önder Çengel
Q297790	Öregrund
Q2978	Regensburg
Q297858	ASKÖ Pasching
Q297901	ASM Clermont Auvergne
Q297906	Örgryte IS
Q298217	U.S. Avellino 1912
Q2982210	Sporting de Gijón B
Q298235	AS Beauvais Oise
Q298267	AS Cannes
Q298333	Lucchese 1905
Q298357	Österbymo
Q298448	Gökhan İnler
Q298466	Kwadwo Asamoah
Q29869512	Bunsen Medal
Q29886440	Ernst Jung Prize for Medicine
Q299347	Hanne Ørstavik
Q299383	Dmitri Sychev
Q299435	Petter Hansson
Q299493	Fabrizio Ravanelli
Q299595	Vannevar Bush
Q299624	Vincent Candela
Q299699	Corry Vreeken
Q299727	Rolando
Q299841	Pierre Weiss
Q29999	Kingdom of the Netherlands
Q30	United States
Q300243	Nigel Dodds
Q300355	Dresdner SC
Q300856	Aalborg Municipality
Q301037	Aaran Lines
Q30104	Atok
Q30120085	King Faisal International Prize in Science
Q301279	CS Mioveni
Q301332	Kardemir Karabükspor
Q301336	Aarhus Convention
Q301431	Aarhus Gymnastikforening
Q301726	Ruch Chorzów
Q30185	mayor
Q3019357	Daytime Emmy Award for Outstanding Lead Actress in a Drama Series
Q3019364	Daytime Emmy Award for Outstanding Lead Actor in a Drama Series
Q3019365	Daytime Emmy Award for Outstanding Drama Series
Q302140	Mikolajice
Q302167	Radosław Gilewicz
Q302242	László Dés
Q302314	Pietro Pastore
Q302409	Misheck Lungu
Q302600	Sargentes de la Lora
Q302620	Mark Durkan
Q302720	Boulogne
Q302725	Ton Lokhoff
Q302954	Austria national under-18 association football team
Q302967	Austria national under-20 association football team
Q302977	Austria national under-19 football team
Q303033	Austria national under-21 football team
Q303182	Teruaki Kurobe
Q30325	Bakun
Q303257	Mediana de Aragón
Q30328	Bokod
Q3033	Göttingen
Q30338	Kabayan
Q30349	Kibungan
Q303561	Rapotín
Q303629	Laguardia - Guardia
Q304145	Jönåker
Q304146	FK Liepājas Metalurgs
Q304173	Héctor Font
Q304189	Strážnice
Q304262	Hannie van Leeuwen
Q3044339	Japan national under-17 football team
Q3044918	member of the French National Assembly
Q3045762	Primetime Emmy Award for Outstanding Writing for a Comedy Series
Q304706	Ostrov
Q305113	Ústup
Q30524710	member of the 57th Parliament of the United Kingdom
Q30524718	member of the 56th Parliament of the United Kingdom
Q305285	FC SKA Rostov-on-Don
Q305302	Tamallalt
Q305371	Dolany
Q30580541	Member of the 1st Scottish Parliament
Q30580542	Member of the 2nd Scottish Parliament
Q30580544	Member of the 3rd Scottish Parliament
Q30580545	Member of the 4th Scottish Parliament
Q305870	Abbas Hassan
Q305931	Abbas Suan
Q3062632	Primetime Emmy Award for Outstanding Guest Actress in a Drama Series
Q306787	Östers IF
Q306882	Abby Erceg
Q3077308	Forlì F.C.
Q307848	Özgür Yıldırım
Q308119	Abdeslam Ouaddou
Q308678	habilitation
Q308683	Chicago Fire FC
Q308711	Vladislav Krapivin
Q30899434	WFD Chemical status: Poor status
Q309025	FC Lokomotiv 1929 Sofia
Q309059	Inverness Caledonian Thistle F.C.
Q309095	New England Revolution
Q3091087	Ottawa Fury Women
Q309400	US Boulogne
Q309456	FC Lausanne-Sport
Q309480	Al Ittihad FC
Q309728	Kieran Richardson
Q3097773	União Agrícola Barbarense Futebol Clube
Q309861	Jan Hendrik Oort
Q309872	Gary Payton
Q309890	Manucho
Q31	Belgium
Q310007	Pedro León
Q310034	Cristiano Lucarelli
Q310043	Emmanuel Frimpong
Q310070	Maciej Żurawski
Q310281	Elton Brand
Q310318	David Strathairn
Q310482	Decathlon-AG2R La Mondiale Team
Q31051	Gunnar Brands
Q310544	Viktor Onopko
Q310605	Ryo Miyaichi
Q310608	SC Fortuna Köln
Q310621	SV Wehen Wiesbaden
Q310697	Michel Bastos
Q310703	Jakob Poulsen
Q310710	Paulo da Silva
Q310712	Michalis Sifakis
Q310723	Gojko Kačar
Q310737	Valeri Bojinov
Q310830	Talaba SC
Q310971	Cha Du-ri
Q311046	Aron Winter
Q311095	Jorge Andrade
Q311108	Sébastien Frey
Q311173	Eging am See
Q311200	Miguel Ángel Nadal
Q311214	Robin Cook
Q311216	John Aloisi
Q311268	Al-Rayyan
Q311271	John Lithgow
Q311317	Isaac Stern
Q3113385	Grammy Award for Best Musical Theater Album
Q311347	David Ngog
Q311358	J. Michael Bishop
Q311391	Juan Manuel Vargas
Q311476	Per Olov Enquist
Q311546	Andrew Bogut
Q311586	Lionel Scaloni
Q311657	Achille Emaná
Q311659	Steffen Iversen
Q311676	Édgar Barreto
Q311897	Costilla County
Q311910	Marcus Berg
Q311919	Matthew Booth
Q311951	Steven Taylor
Q312042	David Dunn
Q312062	Ali Al-Habsi
Q312124	Tom Hollander
Q312140	Serginho
Q312181	magicJack
Q312280	Alain Corneau
Q312334	Jared Borgetti
Q3123491	Primetime Emmy Award for Outstanding Writing for a Drama Series
Q312374	Aleksandar Luković
Q312404	John Charles
Q312405	Vernor Vinge
Q312494	Ümit Davala
Q312508	Arthur Boka
Q312510	Mark Bresciano
Q312733	Paweł Brożek
Q312853	Neal Stephenson
Q312881	Anker Jørgensen
Q312886	Lucas Moura
Q312892	Jérémy Mathieu
Q312895	Raí
Q312918	Alexander Morozevich
Q31294	Anne V. Coates
Q312942	Alexis Ruano Delgado
Q3131545	Primetime Emmy Award for Outstanding Voice-Over Performance
Q313160	Radoslav Zabavník
Q313180	Ruud Krol
Q313206	Denny Landzaat
Q313207	Martin Laursen
Q3132279	Cappelen Prize
Q313438	Stéphane Chapuisat
Q313476	Oleksandr Aliyev
Q313535	Aleksandar Stamboliyski
Q313544	Alexandros Tziolis
Q313710	Thomas Ravelli
Q313717	Ivanoe Bonomi
Q313722	Traianos Dellas
Q313761	Jorge Campos
Q313780	Mehdi Mahdavikia
Q3138	Trier
Q313893	McDonald Mariga
Q31391	NBA All-Star Game Kobe Bryant Most Valuable Player Award
Q313940	Hong Myung-bo
Q313955	Beto
Q313968	Ahn Jung-hwan
Q314096	Maslog
Q314099	Jô
Q314117	Maydolong
Q314129	Mercedes
Q314138	Pablo Ibáñez
Q314155	Custódio Castro
Q314227	Domagoj Vida
Q314229	Marko Dević
Q314238	Martin Fenin
Q314251	Lüneburg Government Region
Q314315	Diego Capel
Q314322	Andrea Ranocchia
Q314365	Shota Arveladze
Q314374	Tubajon
Q314393	Asuncion
Q314469	Andreas Gryphius Prize
Q314531	Alexander Grischuk
Q314719	Humberto Suazo
Q314728	Lee Woon-jae
Q314734	Anthony Annan
Q314753	Michał Żewłakow
Q314756	Teddy Lučić
Q314770	Leandro Cufré
Q314851	Germany national under-21 football team
Q31487	Kraków
Q31503	Neustadt an der Aisch
Q315079	Ricardo Oliveira
Q315082	Andreas Sassen
Q315087	Garry Marshall
Q315127	DRB Class 41
Q315164	Kabacan
Q315170	Seán O'Casey
Q315286	Lucien Laurent
Q315291	Julien Faubert
Q315294	Danny Simpson
Q31533	NK Celje
Q315471	Santiago Solari
Q315653	Ignacio María González
Q315686	Tsepo Masilela
Q315689	Andrés Scotti
Q315704	Ottmar Walter
Q316222	Pável Perro
Q316299	Piermario Morosini
Q316313	L. Sprague de Camp
Q316376	Lance Davids
Q3163786	SpVgg Blau-Weiß 1890 Berlin
Q316436	César Sampaio
Q316467	Dídac Vilà
Q316479	Djamel Mesbah
Q316497	Germany national under-20 football team
Q316501	Teemu Tainio
Q316551	Marcelo Zalayeta
Q316557	Linus Gerdemann
Q316591	Steve von Bergen
Q31660	Sepahan F.C.
Q316624	Frank Pastor
Q316625	Thomas Enevoldsen
Q31669	Neukirchen vorm Wald
Q316692	Iván Campo
Q316698	Glenn Whelan
Q3167	Siegen
Q316785	Greg Egan
Q316789	Melbourne Victory FC
Q316805	Steffen Karl
Q31682	Florian Marange
Q316855	Hallescher FC
Q316865	SC Preußen Münster
Q316896	FSV Zwickau
Q316931	Uwe Weidemann
Q316995	Lomana LuaLua
Q317004	Iván de la Peña
Q317038	Max Planck Medal
Q317282	Enzo Maresca
Q317317	Danny Mills
Q317318	Nizamettin Çalışkan
Q317339	Thomas Hengen
Q317382	Christer Fuglesang
Q317437	Shell-Haus
Q317509	Abdülhamit Yıldız
Q317521	Elon Musk
Q317603	Fabian Schönheim
Q317634	Abdullah Halman
Q31766	Mariano Ferreira Filho
Q317675	Takeo Miki
Q317785	Pascal Ojigwe
Q317792	Valeri Polyakov
Q317885	Arie Haan
Q317967	Kostis Palamas
Q318104	Jérome Polenz
Q318119	Miranda
Q318184	Juninho Paulista
Q318307	Club Atlético Rosario Central
Q318323	Abegondo
Q318348	N.E.C.
Q318520	Pedro Mendes
Q318595	Filip Tapalović
Q318698	MYPA
Q318920	Jonny Wilkinson
Q318925	Cambodia men's national football team
Q318928	Lebanon men's national football team
Q318969	HNK Rijeka
Q319131	Roy Präger
Q319136	St. Mirren F.C.
Q319145	Prime Minister of Australia
Q319193	Johnny Haynes
Q319271	Benjamin Lense
Q31932	NK Olimpija Ljubljana
Q319465	Mario Fillinger
Q319493	Alexander Laas
Q319699	Germany national under-17 association football team
Q31981	David Alaba
Q319834	Pierre Savorgnan de Brazza
Q319950	Sergio Osmeña
Q320513	Luca Castellazzi
Q320820	Jens Langeneke
Q320922	Sidney Sonnino
Q321061	FC Sion
Q321315	Benjamin Angoua
Q32141	Cathay Pacific
Q321567	Antonio Rukavina
Q321649	Djamel Abdoun
Q321819	Stuttgart Collegiate Church
Q321918	Sant Llorenç d'Hortons
Q322002	Souleyman Sané
Q322190	Christian Mikolajczak
Q32231	Serghei Gheorghiev
Q322333	Thorsten Kirschbaum
Q322520	Jean Schlumberger
Q322728	Luca Denicolà
Q322888	Gert Jan Timmerman
Q322982	Rubén Omar Romano
Q323045	Christopher Nöthe
Q3232	Schwetzingen
Q323207	John Maynard Smith
Q323348	Jesper Christiansen
Q323793	Andriy Bohdanov
Q324338	FC Torpedo Moscow
Q324489	Trujillo
Q324523	Las Vegas Raiders
Q324589	Club Atlético Lanús
Q324596	FC Unirea Urziceni
Q324723	Max Grün
Q324823	Záborná
Q324854	Germany national under-19 football team
Q32494	Schalke 04
Q325015	Dawid Jarka
Q325187	Mortain
Q32537	RCD Espanyol B
Q325390	Jürgen Panis
Q3254189	Gold Medals of the Royal Geographical Society
Q325566	Aspach-le-Haut
Q325641	Pa Saikou Kujabi
Q326020	Rafidine Abdullah
Q326099	Hans Bouwmeester
Q326240	Ross Barkley
Q326397	Jordan Rhodes
Q326441	Grigoris Makos
Q326476	Jonas
Q326811	Fehérvár FC
Q326862	Jacek Gdański
Q327100	Zimbabwe men's national football team
Q327154	Hans Christian Andersen Award
Q327172	Club Atlético Huracán
Q327187	Mark Pembridge
Q327205	Alexander Merkel
Q327227	Sam Johnstone
Q327238	Toronto FC
Q32732	Malala Yousafzai
Q327525	Samir Fazli
Q327707	Claude Lorius
Q327716	Hugo Swire, Baron Swire
Q3277524	Iran national under-23 football team
Q327774	Selver Hodžić
Q328313	Houston Dynamo FC
Q328332	FK Mladá Boleslav
Q328366	Borut Mavrič
Q328428	Hudčice
Q32859	Mažice
Q328655	Śląsk Wrocław
Q328658	Le Havre AC
Q328687	Namibia men's national football team
Q328749	Mario Reiter
Q328765	Taha Hussein
Q328791	Gary Streeter
Q328911	Dedryck Boyata
Q328967	Tommy Berntsen
Q329301	Bundesverband der Deutschen Industrie
Q329363	Jiří Koubský
Q329368	Edmond Ntiamoah
Q329471	FC Baník Ostrava
Q329501	Hassan Yebda
Q329510	FC Tom Tomsk
Q3295156	Jawaharlal Nehru Award for International Understanding
Q329607	IFK Norrköping
Q32962	Larry Yáñez
Q329635	Rob Maas
Q329812	Sporting Kansas City
Q329968	Úherčice
Q33	Finland
Q330051	Abraham Gneki Guié
Q330058	Újezd
Q330098	Újezd u Černé Hory
Q330125	Guyana men's national football team
Q330127	Újezdsko
Q330130	Roland Kirchler
Q330143	Sydney FC
Q330148	Sierra Leone men's national football team
Q330245	Francesco Cozza
Q330588	Útěchovičky
Q330957	Bruce Medal
Q330986	Nikolay Alexeyevich Orlov
Q331087	Creil
Q33128	Vincent du Vigneaud
Q331306	Šenov
Q331434	André Oliveira de Lima
Q331476	Bácovice
Q331599	Dino Fava
Q331650	FBK Kaunas
Q331904	Steve Bruce
Q3319305	Princess of Asturias Award for the Arts
Q331944	Christian Clemens
Q331975	Naohiro Takahara
Q332336	Alan Johnson
Q3323440	Princess of Asturias Award for Concord
Q3323451	Princess of Asturias Award for Communications and Humanities
Q332377	John Smith
Q332419	Michael Foot
Q332524	Junior de Barranquilla
Q332527	Deportivo Independiente Medellín
Q332532	Deportes Tolima
Q332605	Atlético Nacional
Q332642	NAC Breda
Q332645	Francesco Coco
Q332664	Willem II
Q332691	John Biffen
Q332837	Stephen Byers
Q332864	William Waldegrave, Baron Waldegrave of North Hill
Q3328932	Paraguay national under-20 football team
Q333085	David Owen
Q333091	John Simon, 1st Viscount Simon
Q333193	Anthony Barber
Q3332237	Vega Medal
Q333267	Patrick McLoughlin
Q333362	Ian Gilmour, Baron Gilmour of Craigmillar
Q333412	James Prior, Baron Prior
Q333459	Alan Milburn
Q333461	John Reid, Baron Reid of Cardowan
Q333520	David Mundell
Q333525	Michael Portillo
Q333692	Roy Hattersley
Q333701	John Bruton
Q333807	Jim Wallace, Baron Wallace of Tankerness
Q333838	Evian Thonon Gaillard F.C.
Q333847	David Steel
Q334	Singapore
Q334006	Gwyneth Dunwoody
Q334015	Winnie Ewing
Q334073	George Brown, Baron George-Brown
Q334138	L'Origine du monde
Q334430	David Lafata
Q334526	United States women's national soccer team
Q334541	Tony Pulis
Q334554	Christopher Samba
Q334564	Quinton Fortune
Q334579	Newton Ben Katanha
Q334619	Matthew Etherington
Q334684	Giuseppe Signori
Q334746	Ühlingen-Birkendorf
Q334864	Ümit Tütünci
Q334874	Sighetu Marmației
Q334909	Ünal Alpuğan
Q334927	Ünal Karaman
Q335190	FK Vardar
Q335195	Neuchâtel Xamax FCS
Q335213	Martin Rees
Q335233	Pro Finlandia Medal of the Order of the Lion of Finland
Q335483	Dundee F.C.
Q335613	Marc Crosas
Q335762	Pat Riley
Q335775	Deng Zhuoxiang
Q335831	Niall Quinn
Q336064	Reg Empey
Q3362499	Canadian Music Hall of Fame
Q336519	Elmore Leonard
Q336607	Harrie Geelen
Q3368405	Litteris et Artibus
Q337117	Charles Falconer, Baron Falconer of Thoroton
Q337463	Order of the Red Banner
Q33748	Hannover 96
Q337709	Peter Ainsworth
Q337926	Primetime Emmy Award for Outstanding Animated Program
Q337988	Marcelo Méndez
Q338285	América Futebol Clube
Q338595	Gus Poyet
Q338609	Čenkovice
Q33866	Theodore Roosevelt
Q338671	Čepirohy
Q338794	Agustín Aranzábal
Q338914	Černolice
Q338939	Miner County
Q338982	Černouček
Q339160	Lecrín
Q339184	Unín
Q339194	Černá
Q339213	Černá Hora
Q339302	Černá
Q339446	Černíky
Q339455	Černín
Q33946	Czechoslovakia
Q339506	Černý Důl
Q339513	Cédric Kanté
Q339583	Rivaldo Barbosa de Souza
Q3397406	Secretary of State for Health and Social Care
Q339790	Fuente-Tójar
Q339813	Chrášťany
Q339857	Červená Voda
Q339956	Adnan Ahmed
Q340031	Vykáň
Q340054	Robert Fernández
Q340094	Vilasantar
Q340133	Hacettepe S.K.
Q34044	Scotland men's national football team
Q3404523	David di Donatello for Best Foreign Actor
Q3405172	Poncelet Prize
Q340680	Česká Kamenice
Q3409212	President of the Council
Q341151	Česká Čermná
Q341154	České Kopisty
Q341169	České Meziříčí
Q341180	České Petrovice
Q34120	KS Dinamo Tirana
Q341371	Čestice
Q3414212	Hugo Award for Best Dramatic Presentation
Q341423	Čichalov
Q341550	Čistá v Krkonoších
Q341748	Čučice
Q341801	Částkov
Q341804	Číměř
Q341862	Čížkovice
Q342103	Đovani Roso
Q342282	Jake Livermore
Q342312	Jimmy Briand
Q342342	Gabriel Paletta
Q342364	Ben Sahar
Q342387	Jesper Blomqvist
Q342406	Milenko Ačimovič
Q342530	Mikael Forssell
Q342617	Ben Whishaw
Q34266	Russian Empire
Q342680	Aleksandr Mostovoi
Q343080	Salvador Cabañas
Q34316	Doctor Who
Q343220	İbrahim Aydemir
Q343377	İbrahim Yavuz
Q3435796	Aniara Award
Q343704	İlhan Özbay
Q344141	İsmail Baydil
Q344148	İsmail Demiriz
Q344156	İsmail Dinler
Q344193	İsmail Köybaşı
Q344328	İstanbulspor A.Ş.
Q344429	Fabrice Borer
Q3446766	Croatia national under-19 football team
Q344713	Yaroslav Popovych
Q344759	Ľubomír Moravčík
Q345142	ŁKS Łódź
Q345221	Trevor Francis
Q34586	FF USV Jena
Q346000	Eino Uusitalo
Q346009	Frank Simek
Q346022	József Pintér
Q346291	Eric Eichmann
Q34658	Michael Reiziger
Q34670	Albert Camus
Q346735	Émile Mpenza
Q347	Liechtenstein
Q3473891	Satellite Award for Best Television Series – Musical or Comedy
Q3473897	Satellite Award for Best Actor – Television Series Musical or Comedy
Q3473903	Satellite Award for Best Editing
Q347423	Lee Dong-gook
Q347603	Matteo Ferrari
Q347635	Michel Galabru
Q34764	Mika Aaltonen
Q347667	Oleksandr Babiy
Q347721	Eli Yablonovitch
Q34773	Talheim
Q347757	Adalbert Zafirov
Q348037	Mark Taimanov
Q348195	Daniel Ayala
Q348199	Mehmet Topal
Q348310	Patrik Baumann
Q348477	Gil Evans
Q348674	Andreas Bjelland
Q348773	Adam Biddle
Q349046	Maciej Rybus
Q349162	Carlos Carmona
Q349172	Gonzalo Jara
Q349331	Marko Vejinović
Q349517	Torbjörn Jonsson
Q349558	Kjell Rosén
Q349656	Toni Mičevski
Q35	Denmark
Q350083	Dario Passoni
Q350263	Mika Väyrynen
Q350377	Madjid Bougherra
Q350412	Nikolay Mihaylov
Q350483	Ildefons Lima
Q350547	Filipe Luís
Q350644	Luis Arconada
Q350738	Alain Boghossian
Q350761	Mazinho
Q350823	Javier García Portillo
Q350851	Julen Guerrero
Q350862	Martín Fiz
Q350867	Masoud Shojaei
Q350926	Martin Abraham
Q350982	Miguel Pérez Cuesta
Q351012	Adam Straith
Q3511548	Sønderjyske Fodbold
Q351204	Johan Hellsten
Q351310	Adam van Dommele
Q351435	Adama Guira
Q3517661	Canadian Medical Hall of Fame
Q351819	Daniel Majstorović
Q3519	Bari
Q351934	Daniel Andersson
Q352001	Sebastián Viera
Q352017	Josef Bican
Q352030	Jiří Menzel
Q352110	George Gervin
Q352236	Wim Jonk
Q352251	Adana Demirspor
Q352270	Adanaspor
Q352413	Alexander Beliavsky
Q352631	Agustín Torassa
Q352696	Michael Beasley
Q352716	Adaílson Pereira Coelho
Q352726	Adaílton Martins Bolzan
Q35286	Warren G. Harding
Q352891	Tayfun Cora
Q353074	Roman Eremenko
Q353147	Paulo Diogo
Q353152	Cliff Britton
Q353158	Tim Matthys
Q353222	László Bölöni
Q353455	Ade Akinbiyi
Q353678	Gary McAllister
Q353818	William Wallace Campbell
Q353917	Mark Rypien
Q353925	Foini
Q353970	Adelaide City Football Club
Q354059	Adelaide United Football Club
Q354629	Mario Melchiot
Q3548	Villar del Arzobispo
Q354884	Vladimír Borovička
Q35494253	member of the 55th Parliament of the United Kingdom
